epoch;name;Mw;m;σ;λ_a;λ_r;ϵ
1;methane;16.031;1.9994780091047288;3.000107727609575;6.0;19.993074516654016;200.01203919947147;train
1;ethane;30.047;1.9963604943752289;2.9989247299432753;6.0;19.970017321109772;200.1427795648575;train
1;propane;44.063;2.00142157459259;3.005354029178619;6.0;19.890637769699097;200.72278418540952;train
1;n-butane;58.078;2.0064841618537903;3.0063840098381043;6.0;19.868664379119874;200.86026039123536;train
1;2-methylpropane;58.078;2.0049494318962098;3.0039607315063477;6.0;19.8899210357666;200.6330968856812;train
1;2-methylbutane;72.094;2.010106409072876;3.0061248478889464;6.0;19.831455917358397;201.1301730155945;train
1;2,2-dimethylpropane;72.094;2.0040645890235904;3.0061724019050597;6.0;19.898260717391967;200.86842632293704;train
1;pentane;72.094;2.0071850962638855;3.0076032533645627;6.0;19.832905254364015;201.14113750457764;train
1;3-methylpentane;86.11;2.009209098815918;3.008913454055786;6.0;19.811507511138913;201.4193371772766;train
1;hexane;86.11;2.0086050004959106;3.0095978813171387;6.0;19.810392932891844;201.36497459411623;train
1;2-methylpentane;86.11;2.0102886505126953;3.0088462800979614;6.0;19.816456527709963;201.1737343788147;train
1;2,2-dimethylbutane;86.11;2.008514413833618;3.0088888149261477;6.0;19.849583625793457;201.0780683517456;train
1;2,3-dimethylbutane;86.11;2.0100275230407716;3.0073865103721618;6.0;19.869658098220825;200.72644858360295;train
1;3-ethylpentane;100.125;2.005480761051178;3.007029324531555;6.0;19.84335418701172;201.27819290161133;train
1;2-methylhexane;100.125;2.012292592048645;3.0103203907012936;6.0;19.796042976379393;201.3066692352295;train
1;2,2,3-trimethylbutane;100.125;2.008487014770508;3.0079900012016294;6.0;19.85897530555725;201.03246212005615;train
1;2,3-dimethylpentane;100.125;2.012235433578491;3.009368766784668;6.0;19.821312217712403;201.1012885093689;train
1;3-methylhexane;100.125;2.011473846435547;3.011226525306702;6.0;19.791227989196777;201.49266633987426;train
1;3,3-dimethylpentane;100.125;2.0087409591674805;3.0115881185531617;6.0;19.811574459075928;201.27696752548218;train
1;2,2-dimethylpentane;100.125;2.00872065448761;3.0089107217788698;6.0;19.823833332061767;201.1841870307922;train
1;heptane;100.125;2.0094220495224002;3.009070086479187;6.0;19.801853675842285;201.49465074539185;train
1;2,4-dimethylpentane;100.125;2.0081387720108035;3.007266053676605;6.0;19.833994503021238;201.13984336853025;train
1;2,5-dimethylhexane;114.141;2.0117732887268067;3.008650815963745;6.0;19.808871784210204;201.41123094558714;train
1;2-methylheptane;114.141;2.012268825531006;3.0094894323348997;6.0;19.79469034194946;201.3772400856018;train
1;3,3-dimethylhexane;114.141;2.010639163017273;3.0122180948257444;6.0;19.789720096588134;201.3691370010376;train
1;3,4-dimethylhexane;114.141;2.0127621669769287;3.0113649969100953;6.0;19.78972703933716;201.4090659141541;train
1;3-methylheptane;114.141;2.0114250526428226;3.0113533687591554;6.0;19.779877910614015;201.59173126220705;train
1;2,2,3-trimethylpentane;114.141;2.0111830596923825;3.0103456554412844;6.0;19.813313579559328;201.26051301956176;train
1;octane;114.141;2.0097335920333865;3.009465589523315;6.0;19.798903255462648;201.55590448379516;train
1;2,3,4-trimethyl pentane;114.141;2.0100474739074707;3.008735642433167;6.0;19.865508441925048;200.85813770294186;train
1;3-methyl-3-ethylpentane;114.141;2.0077520895004275;3.0091867294311525;6.0;19.831758823394775;201.19190340042115;train
1;2-methyl-3-ethyl-pentane;114.141;2.0084522056579592;3.009366516113281;6.0;19.814681072235107;201.26874771118165;train
1;2,2,3,3-tetramethylpentane;128.157;2.010423745155334;3.010472564697266;6.0;19.813146858215333;201.27279853820798;train
1;2,2,5,5-tetramethylhexane;142.172;2.010290635108948;3.0099913778305054;6.0;19.819052658081056;201.20964784622194;train
1;decane;142.172;2.011040635108948;3.0103606185913083;6.0;19.788637428283693;201.70968265533443;train
1;2,6-dimethyloctane;142.172;2.01412633228302;3.0119695196151732;6.0;19.776108837127687;201.43376178741454;train
