1;2,5-dimethylhexane;114.141;3.6319127082824707;3.917510747909546;6.0;9.990560525612317;245.31326293945312
1;2-methylheptane;114.141;3.7986748218536377;3.8952083587646484;6.0;9.990646408003654;251.08075141906738
1;3-methyldecane;156.188;4.441821098327637;4.105611324310303;6.0;9.990601321360472;267.9084300994873
1;hexadecane;226.266;7.09350061416626;3.808465003967285;6.0;9.991556202116815;256.52852058410645
1;3,3-dimethylhexane;114.141;3.252545118331909;4.058155536651611;6.0;9.990239649135095;261.90149784088135
1;3-methyltridecane;198.235;5.644511699676514;3.9953396320343018;6.0;9.991103289457696;267.3643112182617
1;2-methylbutane;72.094;2.6438212394714355;3.8658056259155273;6.0;9.990515415582527;239.18628692626953
1;nonane;128.157;4.379364013671875;3.7952966690063477;6.0;9.991000103685481;258.15324783325195
1;heptacosane;380.438;11.482544898986816;3.8564696311950684;6.0;9.991919034237469;260.7520580291748
1;2,2-dimethylpropane;72.094;2.4457366466522217;3.901782751083374;6.0;9.990387846832554;231.06646537780762
1;2,4,4-trimethylhexane;128.157;3.5051677227020264;4.125408172607422;6.0;9.990190482254148;265.27373790740967
1;octadecane;254.297;7.9022955894470215;3.8199429512023926;6.0;9.9915889277114;257.49850273132324
1;heptadecane;240.282;7.60134744644165;3.802212715148926;6.0;9.991577616902825;258.3211898803711
1;n-undecane;156.188;5.045194149017334;3.810901165008545;6.0;9.991014825415473;259.653115272522
1;nonadecane;268.313;8.352795600891113;3.876039981842041;6.0;9.991587124747166;261.15312576293945
1;2,2,4,4,6,8,8-heptamethylnonane;226.266;5.372350692749023;4.3854475021362305;6.0;9.990226481891222;262.1797561645508
1;3-methyldodecane;184.219;5.1857008934021;4.012414455413818;6.0;9.990840545511633;272.19533920288086
1;3,4-dimethylhexane;114.141;3.405555486679077;4.003635883331299;6.0;9.990395090888175;261.8961811065674
1;3-methylheptane;114.141;3.709648609161377;3.8436360359191895;6.0;9.990675999642187;253.18922996520996
1;n-butane;58.078;2.4730286598205566;3.490532636642456;6.0;9.990976497469852;218.70715618133545
1;2,2,5,5-tetramethylhexane;142.172;3.725217819213867;4.175129413604736;6.0;9.990236797455625;255.78064918518066
1;tridecane;184.219;5.844230651855469;3.799794912338257;6.0;9.991292368227175;259.15684700012207
1;2,2,3-trimethylpentane;114.141;3.0921270847320557;4.127974510192871;6.0;9.990150449990375;269.8312997817993
1;decane;142.172;4.703084945678711;3.8383612632751465;6.0;9.990998594763516;258.7771415710449
1;3-ethylpentane;100.125;3.2022805213928223;3.9402999877929688;6.0;9.990529482717875;256.4145088195801
1;2,3-dimethyldodecane;198.235;5.48410701751709;4.018352031707764;6.0;9.99070925055519;271.7498302459717
1;3-methylundecane;170.203;4.843210697174072;4.047366142272949;6.0;9.990689599167185;269.7582483291626
1;2-methyldecane;156.188;4.936332702636719;3.876439332962036;6.0;9.990857584729065;260.81950664520264
1;3-methylpentane;86.11;2.8678152561187744;3.9363508224487305;6.0;9.99047268457362;251.16782188415527
1;octane;114.141;3.9374234676361084;3.838461399078369;6.0;9.99084997115486;252.27274894714355
1;2-methyldodecane;184.219;5.58104944229126;3.9357738494873047;6.0;9.990998552385545;261.6199493408203
1;2,6-dimethyloctane;142.172;4.359243392944336;3.9075121879577637;6.0;9.990804147324303;252.4096965789795
1;2,2,3,4-tetramethylpentane;128.157;3.2944812774658203;4.193346977233887;6.0;9.990139694215403;274.9268054962158
1;3,3-diethylpentane;128.157;3.3811826705932617;4.1983442306518555;6.0;9.990206986018773;279.3620824813843
1;2,3,4-trimethyl pentane;114.141;3.2184650897979736;4.0954976081848145;6.0;9.990219396574274;267.4922704696655
1;2-methylhexane;100.125;3.383657932281494;3.904083728790283;6.0;9.990556033634842;246.4139223098755
1;2,2,3-trimethylbutane;100.125;2.8088250160217285;4.12192440032959;6.0;9.990161978866595;261.5877151489258
1;3-methyl-3-ethylpentane;114.141;3.1364634037017822;4.114083766937256;6.0;9.99021306909091;272.0961332321167
1;pentadecane;212.25;6.676095485687256;3.811033248901367;6.0;9.991457266708121;258.6893081665039
1;hexane;86.11;3.1515088081359863;3.8968443870544434;6.0;9.99066100973281;243.9786434173584
1;2-methyloctane;128.157;4.210183620452881;3.8601999282836914;6.0;9.990747733377109;251.85787677764893
1;octacosane;394.454;11.948187828063965;3.796718120574951;6.0;9.992002504902263;262.0662212371826
1;2,2,4,4-tetramethylpentane;128.157;3.3572258949279785;4.2272772789001465;6.0;9.990185802645406;264.08801078796387
1;2-methyl-3-ethyl-pentane;114.141;3.3583853244781494;4.02738618850708;6.0;9.990389617313653;260.79750061035156
1;2-methylpentane;86.11;2.9359965324401855;3.9396867752075195;6.0;9.990507423231845;245.63844203948975
1;2,3,3,4-tetramethylpentane;128.157;3.3010294437408447;4.145463943481445;6.0;9.990102534106521;282.367205619812
1;2,3-dimethyldecane;170.203;4.785254955291748;4.047843933105469;6.0;9.990538829405594;273.9748001098633
1;ethane;30.047;1.6873942613601685;1.999739622853185;6.0;9.992689291745444;140.3241515159607
1;2,3-dimethylpentane;100.125;3.095059633255005;3.96891188621521;6.0;9.990380621692989;258.7332248687744
