epoch;name;Mw;m;σ;λ_a;λ_r;ϵ
1;2,4-dimethylpentane;100.125;3.0836992263793945;4.021677732467651;6.0;14.910855889320374;230.55638372898102
1;n-undecane;156.188;3.531765580177307;4.279996037483215;6.0;15.489582121372223;257.00313448905945
1;pentane;72.094;2.7712337970733643;3.735014259815216;6.0;16.041308641433716;218.9045250415802
1;nonane;128.157;3.3250842094421387;4.176769018173218;6.0;14.91868257522583;239.25421833992004
1;4-methylheptane;114.141;3.3432756662368774;4.160130739212036;6.0;15.390242040157318;245.54893374443054
1;heptadecane;240.282;3.955157518386841;4.590507507324219;6.0;15.133881270885468;281.0385823249817
1;2,3,4-trimethyl pentane;114.141;3.075675845146179;3.9645990133285522;6.0;15.76047956943512;239.86414670944214
1;2-methylheptane;114.141;3.3851144313812256;4.205608010292053;6.0;15.17266184091568;248.8414764404297
1;2,2,3,4-tetramethylpentane;128.157;3.399019241333008;4.192548632621765;6.0;15.643461048603058;260.1486325263977
1;3-methyl-3-ethylpentane;114.141;3.1573444604873657;4.010180115699768;6.0;15.91966688632965;246.9549000263214
1;ethane;30.047;1.96481329575181;3.157208189368248;6.0;18.99960532784462;192.70091205835342
1;2,3-dimethylpentane;100.125;3.0721492767333984;4.016782164573669;6.0;14.951493740081787;234.6817582845688
1;3-methylpentane;86.11;2.8834336400032043;3.8179790377616882;6.0;15.94989687204361;225.99802613258362
1;2,2-dimethylhexane;114.141;3.2423590421676636;4.098128318786621;6.0;15.427929162979126;246.81404531002045
1;2,3-dimethylhexane;114.141;3.3749152421951294;4.211797714233398;6.0;15.047619044780731;251.23584866523743
1;tridecane;184.219;3.748600959777832;4.432705998420715;6.0;15.407832860946655;270.29146552085876
1;hexadecane;226.266;3.9363794326782227;4.587490677833557;6.0;14.986019730567932;278.7848234176636
1;2,2-dimethylbutane;86.11;2.784210503101349;3.7895557284355164;6.0;15.376776158809662;216.53732359409332
1;octadecane;254.297;4.009022235870361;4.6479597091674805;6.0;14.803223609924316;281.3144087791443
1;hexane;86.11;3.001449227333069;3.942064344882965;6.0;15.229845345020294;225.41731297969818
1;octane;114.141;3.2352148294448853;4.098662734031677;6.0;15.204142034053802;237.0162159204483
1;2,2,3-trimethylpentane;114.141;3.375264883041382;4.182068228721619;6.0;15.563545525074005;258.456814289093
1;3-ethylhexane;114.141;3.294599413871765;4.117063283920288;6.0;15.615143477916718;247.99096882343292
1;3-methylundecane;170.203;3.9124226570129395;4.558433532714844;6.0;15.19279032945633;279.4165074825287
1;2-methyl-3-ethyl-pentane;114.141;3.4054418802261353;4.232464075088501;6.0;15.024080276489258;251.6994595527649
1;2,3-dimethyldodecane;198.235;4.19462513923645;4.783389210700989;6.0;14.658262133598328;291.9577717781067
1;2,3-dimethylundecane;184.219;4.081439018249512;4.664165377616882;6.0;15.329216718673706;291.1456525325775
1;2,3-dimethylbutane;86.11;2.7814367413520813;3.730993330478668;6.0;16.28157526254654;225.2740353345871
1;eicosane;282.329;4.034836053848267;4.670509457588196;6.0;14.724001288414001;282.2189927101135
1;2,5-dimethylhexane;114.141;3.2377418279647827;4.1225234270095825;6.0;14.966937899589539;240.73220789432526
1;2-methyldodecane;184.219;3.934625029563904;4.583580374717712;6.0;15.02183347940445;278.6126375198364
1;2,3-dimethylheptane;128.157;3.5224822759628296;4.273613929748535;6.0;15.578199028968811;261.735463142395
1;3,4-dimethylhexane;114.141;3.306030511856079;4.155909180641174;6.0;15.210832059383392;249.37125444412231
1;3-methylhexane;100.125;3.2873241901397705;4.154634952545166;6.0;14.997461438179016;244.48389410972595
1;decane;142.172;3.4827858209609985;4.280446171760559;6.0;14.970004558563232;249.65718984603882
1;2,3,3,4-tetramethylpentane;128.157;3.407699227333069;4.193631529808044;6.0;15.765838027000427;264.37366008758545
1;3,3-diethylpentane;128.157;3.2822574377059937;4.118495225906372;6.0;15.516887307167053;249.40145313739777
1;2,7-dimethyloctane;142.172;3.6064170598983765;4.34295117855072;6.0;15.302253663539886;260.35027503967285
1;2-methylundecane;170.203;3.88341224193573;4.5462329387664795;6.0;15.061494708061218;275.6725609302521
1;dodecane;170.203;3.7310298681259155;4.454641938209534;6.0;14.86886203289032;263.89639377593994
1;2,2,3,3-tetramethylpentane;128.157;3.3241524696350098;4.148410797119141;6.0;15.572969317436218;257.169646024704
1;2,6-dimethyloctane;142.172;3.5887153148651123;4.323452830314636;6.0;15.437873303890228;261.46824955940247
1;2-methylpropane;58.078;2.5446553230285645;3.5330137610435486;6.0;16.773402988910675;210.11882424354553
1;2,4-dimethylhexane;114.141;3.1955217123031616;4.106793999671936;6.0;14.763599038124084;236.1834853887558
1;3-methyldodecane;184.219;4.050577402114868;4.652808308601379;6.0;15.17582893371582;287.64578104019165
1;3-methyldecane;156.188;3.7894644737243652;4.4966336488723755;6.0;14.894331097602844;267.8774297237396
1;2,2-dimethylpentane;100.125;3.1126433610916138;4.027384400367737;6.0;15.155127048492432;236.08700037002563
1;3-ethylpentane;100.125;3.013602375984192;3.9394087195396423;6.0;15.459448397159576;231.29612505435944
1;2-methylbutane;72.094;2.645728051662445;3.617936074733734;6.0;16.544202864170074;215.75998216867447
1;nonadecane;268.313;3.952438712120056;4.595931529998779;6.0;15.018208920955658;279.73445653915405
1;3-methyltridecane;198.235;4.1121532917022705;4.689569473266602;6.0;15.25764137506485;292.4431025981903
1;2,4,4-trimethylhexane;128.157;3.411446690559387;4.214086890220642;6.0;15.398888289928436;256.66568875312805
1;3-methylheptane;114.141;3.404146671295166;4.222383141517639;6.0;15.096200108528137;248.53205382823944
