m_sigma_3,m_epsilon,m_sigma_3_r2,m_epsilon_r2,Mw
"[67.61400139242086, 204.96892643627368, 279.0851060311085, 357.07339880094554, 487.82628742964675, 677.9708310341762, 47.21509788970494, 825.7786462367693, 72.66483569455282, 150.24443636642917, 399.93090876110085, 443.1336532634646, 546.2663319108781, 941.5803006025924, 105.37513918934013, 252.5923250571463, 630.5892893946626, 860.1622353987214, 162.05691372389663, 259.2317601243011, 323.2924664349149, 481.7959076425658, 623.5339516258242]","[490.2332949447244, 1024.7510046309455, 1350.7646028262259, 1696.6691498493315, 2302.1265492418706, 2974.81424302541, 353.6162569590613, 3240.7639168941023, 432.8955297241271, 755.0665255192806, 1768.6569074254633, 1927.825481254399, 2335.623150541234, 3532.767037546062, 564.8227495443731, 1172.5111091194153, 2637.415724909878, 3448.203143831635, 855.3806080348699, 1247.077486983934, 1488.253548674625, 2061.6150277492943, 2553.221907947981]",0.8554972704716935,0.8894462768129017,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.63868201717047, 205.1413705982277, 279.32122974340393, 357.26891448788535, 487.83302936568384, 677.8387621685519, 47.23538609165781, 825.4150886432252, 72.72348551788359, 150.31389681274126, 400.0631643205631, 443.2546967815745, 546.1638601802839, 940.9141044132645, 105.37692423039034, 252.6659303122165, 630.4550745007103, 859.8369833057894, 162.14812044532079, 259.4257405924513, 323.4956375181126, 481.9884102996022, 623.6058837847858]","[490.04443894029345, 1024.2208994139835, 1350.2571605198086, 1695.7236174913676, 2300.601517538011, 2972.620134390354, 353.6554831609749, 3238.00917247802, 432.8120434589624, 754.5408756205618, 1767.2440823368668, 1926.259208099824, 2333.698639995486, 3529.895512661361, 564.4244490109668, 1171.8827244529873, 2635.984601765299, 3446.2798719514853, 854.997981201089, 1246.5644806104601, 1487.4863223468392, 2060.328787372184, 2551.501760976732]",0.8560026440736302,0.8904167323067229,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.66332182264348, 205.307583251469, 279.5502184521998, 357.4548018177688, 487.8250321162453, 677.6800021673971, 47.25555689622706, 825.0309403470366, 72.78260498870587, 150.38252171765598, 400.18977898830514, 443.36924208134025, 546.0524996193699, 940.224493377043, 105.37788474176237, 252.73651704185897, 630.3119374724496, 859.503155950362, 162.23781352632693, 259.6151203461872, 323.6928207890601, 482.17092888369, 623.6590103806237]","[489.8587465841267, 1023.6839861549175, 1349.737715934181, 1694.7654421446325, 2299.074959812164, 2970.414986191535, 353.6947850225195, 3235.2569641311766, 432.7316996347055, 754.0194941351127, 1765.8360896562692, 1924.698273432079, 2331.7769032616616, 3527.0311683589707, 564.0249126267712, 1171.252575017698, 2634.553060879445, 3444.372247273015, 854.61752298489, 1246.0507021128087, 1486.7199438384891, 2059.043084789854, 2549.7846005292536]",0.8565433492313991,0.8913822526446018,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.68837916360944, 205.4673798467474, 279.77141452820734, 357.6296406698983, 487.80035767840536, 677.4911301477555, 47.27564677193267, 824.6272476475644, 72.84204765642218, 150.45029975300952, 400.3104093074147, 443.4765360014548, 545.9312740323751, 939.5126089362269, 105.37838972529873, 252.80520812415313, 630.1632299143836, 859.1646213747525, 162.32707927642747, 259.80135300614114, 323.8863405335762, 482.34549160460483, 623.6967542062388]","[489.67809730508924, 1023.1439014813207, 1349.2106684220134, 1693.8012303267542, 2297.5390286766174, 2968.1940308026196, 353.7342713925522, 3232.5057622841296, 432.6544595605985, 753.5028435100365, 1764.4339955237688, 1923.1428736023365, 2329.8594579146384, 3524.175029371309, 563.6251656446889, 1170.6230314588488, 2633.123674755478, 3442.48308111391, 854.2401811220348, 1245.53737559423, 1485.9540431367068, 2057.75670892514, 2548.0692251604314]",0.8571170486828998,0.8923428651319723,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.71343045377715, 205.62181612955143, 279.9859113099826, 357.7948564720354, 487.7611950205386, 677.2971645374538, 47.29564460770607, 824.2067942747672, 72.90146720177931, 150.51695625690897, 400.4244367443599, 443.57589477563715, 545.7992616443651, 938.7799023952157, 105.37872572553043, 252.87237763405554, 630.0094640639405, 858.8227951824708, 162.4155197156244, 259.9843678800393, 324.0744416824003, 482.51203099548246, 623.7193028924961]","[489.4989359544281, 1022.6022700974547, 1348.678292081064, 1692.831603031129, 2295.988737173295, 2965.95609096148, 353.7737918445412, 3229.7559726482386, 432.5789174710959, 752.9901719485806, 1763.0364584836304, 1921.5925934657068, 2327.9439261904718, 3521.3215626888514, 563.2266982001402, 1169.9962328281806, 2631.6987571613313, 3440.611129456543, 853.8671300776897, 1245.0263576214998, 1485.1933336302727, 2056.4743339932443, 2546.3618949641227]",0.8577150404430122,0.8932986227653604,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.73848470731346, 205.7716286996479, 280.1950151802425, 357.9528794024599, 487.71073209873566, 677.0994045738561, 47.31556815292813, 823.7710127096458, 72.96077348983596, 150.5823130769134, 400.5309701923419, 443.6668210154491, 545.6551869025146, 938.025666858982, 105.3792700599874, 252.9381823601068, 629.8489021673429, 858.4746174122088, 162.49967210716972, 260.1592927755946, 324.2522906261997, 482.66302851696156, 623.7163242341867]","[489.3212647614513, 1022.060484093055, 1348.1423522897242, 1691.8595284227015, 2294.431387008709, 2963.704458547461, 353.81335561832384, 3227.0083052882674, 432.5049892069906, 752.4813171610825, 1761.6430314796207, 1920.0460196412205, 2326.029777287257, 3518.468925931871, 562.8309772992299, 1169.3729478995501, 2630.2751079442023, 3438.7533334944474, 853.4928249703199, 1244.5139355354547, 1484.4347508314786, 2055.2000909987987, 2544.6676043729544]",0.85834077427489,0.8942490517338706,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.76359410997534, 205.91648396806926, 280.39930933069587, 358.1039013401343, 487.6497783152799, 676.8984413609254, 47.33543484862819, 823.3222420318848, 73.02013489143924, 150.6468821124742, 400.63277616479866, 443.7516511470496, 545.5014542607466, 937.258450530211, 105.38041112633844, 253.00256826650653, 629.6820413941668, 858.1212183452234, 162.58004303241097, 260.3269975179874, 324.42104005030967, 482.800311239315, 623.6911383138844]","[489.1453774113201, 1021.5194442708404, 1347.6024272858801, 1690.8825186634062, 2292.8759170360922, 2961.4334192304973, 353.85302779134554, 3224.26224399358, 432.4343426376209, 751.979000155951, 1760.2601514319479, 1918.5096140543696, 2324.123220465875, 3515.6237063260432, 562.4390053945915, 1168.7532835921438, 2628.8506665486693, 3436.901774007512, 853.1178406890541, 1243.9996670880973, 1483.677013125223, 2053.9301713230375, 2542.9826774011613]",0.8589874601371814,0.8951938812433917,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.78910551945714, 206.05567663020358, 280.5983917101271, 358.24490109206675, 487.57321624063, 676.6917166373998, 47.3552608906803, 822.8642023894487, 73.07935924071273, 150.71062373145367, 400.72950932726724, 443.8308376745608, 545.3377198837048, 936.481518408696, 105.38185353934162, 253.06530227536015, 629.5061778800222, 857.7605275109095, 162.65724129773142, 260.48839170422826, 324.58182460127284, 482.9263637904764, 623.6464692851588]","[488.9705720551647, 1020.9803240471326, 1347.0587567858443, 1689.9056249239147, 2291.316928357839, 2959.140500533712, 353.8927667889781, 3221.5239511714103, 432.3670143824682, 751.4849707493279, 1758.8930385813178, 1916.9897256481413, 2322.2305437708615, 3512.7920395889278, 562.049765766038, 1168.1361503675503, 2627.4217543725013, 3435.0530094355345, 852.7434386117419, 1243.4836180419177, 1482.9193383020636, 2052.661536129883, 2541.302416906345]",0.8596538218037795,0.8961328655856877,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.81556425887621, 206.18774445443935, 280.7946368298015, 358.3742521266458, 487.47811910296605, 676.4566350099259, 47.37507350042281, 822.3980446778803, 73.13818743329905, 150.77314877930306, 400.82156846800626, 443.90369480038356, 545.1643294333974, 935.6950303726384, 105.38344923293766, 253.12613997928707, 629.3223799655877, 857.3923547862964, 162.7319255452367, 260.6443815358139, 324.7356850552464, 483.0421234529345, 623.5840663158089]","[488.7955092342758, 1020.4378302701725, 1346.5066161661862, 1688.92616279825, 2289.7523087453965, 2956.8644015634654, 353.93271829508245, 3218.79436578089, 432.3015075941921, 750.9971221343541, 1757.5400793790072, 1915.4846094935297, 2320.3527862250803, 3509.976919342374, 561.6623252534308, 1167.5215415583255, 2625.9887805362346, 3433.207238287044, 852.3698178498634, 1242.966319124326, 1482.1616952361105, 2051.3928792829515, 2539.62663052243]",0.8603447691282536,0.8970637052877137,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.84248855298019, 206.3143384225841, 280.999920258642, 358.49467501406974, 487.37715136577674, 676.2073734595338, 47.39488432624474, 821.9255985864783, 73.1963677909623, 150.83403655882373, 400.9078416694725, 443.97045404278975, 544.9828021255871, 934.8988957151643, 105.38503961509764, 253.18517678507212, 629.1306397150812, 857.0183661078314, 162.8042722083036, 260.7954547259027, 324.88305006440993, 483.1487931162318, 623.5048090262533]","[488.6194380482141, 1019.8919235140697, 1345.9392817913294, 1687.942363775492, 2288.1877575888516, 2954.585341804218, 353.9729735175602, 3216.073915811777, 432.2357693236187, 750.5115740822773, 1756.1953322103022, 1913.989219505191, 2318.485344681358, 3507.1712421128036, 561.2766545968317, 1166.9094491239878, 2624.553171559716, 3431.3666866524227, 851.9979830253495, 1242.4488371140706, 1481.4055343771427, 2050.1257464795112, 2537.955259169787]",0.8610540652663812,0.8979882977147254,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.86915506698544, 206.43848778095722, 281.2129477476467, 358.61135076923125, 487.2732924206875, 675.9500984273802, 47.41468632749857, 821.4468748530943, 73.25360346993654, 150.89298771209826, 400.9879971264301, 444.0297283896417, 544.7928921608199, 934.0930211597201, 105.38538795741445, 253.242358801946, 628.9320204944173, 856.6385544845773, 162.8745506247115, 260.942106413501, 325.0246808075517, 483.2407779385232, 623.4110221708388]","[488.4420785628352, 1019.3463528852402, 1345.362531169653, 1686.956589766583, 2286.6250751296698, 2952.3099342978, 354.01337343860195, 3213.3642750544195, 432.1678365063072, 750.0259400394307, 1754.8536265748141, 1912.4970679738105, 2316.622767224273, 3504.36331337576, 560.8948974534683, 1166.3003179901227, 2623.1181077589986, 3429.5347899051667, 851.628795597913, 1241.9324970807315, 1480.6512591301916, 2048.8693173234583, 2536.2881476554753]",0.8617797101128548,0.8989062636639703,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.8952061281569, 206.56030287707395, 281.4162255530216, 358.7223366454209, 487.16332749692464, 675.6848223517941, 47.43444655302608, 820.9623364779968, 73.30984351631704, 150.949747286657, 401.061452429452, 444.0817533740308, 544.5948361246645, 933.2780064531739, 105.38612749152749, 253.2979574409716, 628.7261338763693, 856.2540495108702, 162.94277842619283, 261.08399759288244, 325.16024057607433, 483.3211246143106, 623.3024456356359]","[488.2637801445001, 1018.8049796366461, 1344.7929041754724, 1685.9793653508516, 2285.072210746318, 2950.0496781965735, 354.054078440693, 3210.662540775168, 432.0972231137752, 749.538452881272, 1753.5112567874792, 1911.0045989978314, 2314.7590753372906, 3501.541535332108, 560.5173807188988, 1165.6949067275018, 2621.682903677273, 3427.7095150312784, 851.2619400842215, 1241.4166145245313, 1479.8980768481792, 2047.6173746138572, 2534.62442798481]",0.8625208919814739,0.8998171557206401,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.92040192308201, 206.6803922154391, 281.6150033728813, 358.828392211634, 487.0491337592995, 675.4148051190624, 47.45422063675243, 820.4715755890825, 73.36544060523516, 151.00476676113757, 401.1294973892647, 444.1273731482034, 544.3897735781833, 932.4461511990268, 105.38647923426535, 253.35143077831407, 628.5134149124043, 855.8649214441939, 163.00945126240015, 261.2218742587631, 325.2904445997011, 483.39172805247745, 623.18057327507]","[488.0846020132654, 1018.2674883778574, 1344.22796351531, 1685.0106181649658, 2283.5308906018854, 2947.8054442813636, 354.09494441978825, 3207.967791945052, 432.02573920340535, 749.0504203496962, 1752.1706184470654, 1909.5144456024705, 2312.8994864005654, 3498.7186388738155, 560.141185941752, 1165.0909958289863, 2620.246857594836, 3425.8918744754437, 850.8978690194817, 1240.9021264276848, 1479.1469438932986, 2046.3691890692262, 2532.964609243393]",0.8632788519054777,0.9007201695688936,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.94452781767193, 206.79824984820826, 281.8086487143301, 358.9282754971357, 486.92764434933105, 675.1367788112832, 47.4739965340426, 819.974058357983, 73.42075490644923, 151.05852995249936, 401.1938015152848, 444.1685622393913, 544.1803516788244, 931.6047648976091, 105.38593315568825, 253.40286509451994, 628.2935684491641, 855.4699055465248, 163.07485914038185, 261.3562756324634, 325.4159777739683, 483.45373383689855, 623.0459886727494]","[487.90698719336837, 1017.7313166727021, 1343.665281782076, 1684.0456907016728, 2281.994853311562, 2945.57034905197, 354.1359884479254, 3205.2799086428345, 431.95525643212125, 748.5641263309386, 1750.8383785530928, 1908.034403347224, 2311.0506211767224, 3495.904823257684, 559.7646740340888, 1164.4876094068647, 2618.808578012716, 3424.0788309137106, 850.5370865391292, 1240.3900179614752, 1478.3990045020312, 2045.1249029974372, 2531.3095316117942]",0.8640511235176414,0.9016152766415628,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.96732449865023, 206.91260285999698, 281.99724307841876, 359.0220842255554, 486.7976094693699, 674.8490500219781, 47.49377882368286, 819.4707205363729, 73.4757141435999, 151.11121445825614, 401.2544330254387, 444.206055865239, 543.9668216061671, 930.7551931416531, 105.38456146378176, 253.45210531915131, 628.0670897942806, 855.0700970128186, 163.13927983064607, 261.4875650351652, 325.5374068420289, 483.50831618655246, 622.899943942239]","[487.7306840486378, 1017.190503172692, 1343.0992885021865, 1683.075190645367, 2280.454980826146, 2943.3334361023312, 354.1771534307778, 3202.5984359910253, 431.88544898506626, 748.0801745938544, 1749.5156428432167, 1906.565013534385, 2309.2161843516974, 3493.102123421168, 559.3879037078791, 1163.8851047701985, 2617.3690837533595, 3422.2732074605224, 850.1796989891212, 1239.8800667208195, 1477.6546431991337, 2043.8851098474115, 2529.659174286962]",0.8648364140102576,0.9025037759242623,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[67.98932545918683, 207.02428560228816, 282.1800475318944, 359.10856655795794, 486.6589480291943, 674.5529928941537, 47.513614883720734, 818.962519067022, 73.5301582389487, 151.16264281125498, 401.31140808972776, 444.23921219013215, 543.7491685359286, 929.8967025046007, 105.38246192704624, 253.49942407975007, 627.8339667004445, 854.6652166077528, 163.20264682537018, 261.6157153219433, 325.65484249565435, 483.55582380374113, 622.7425959471904]","[487.55355825823716, 1016.6450989660531, 1342.53304394833, 1682.102622718531, 2278.9123657324135, 2941.0948316954373, 354.2187207032583, 3199.921890088624, 431.8152046492257, 747.5972943244343, 1748.199136211872, 1905.1036030928133, 2307.39120299263, 3490.3076673854825, 559.0114738876468, 1163.283640968312, 2615.92894283098, 3420.4701498235104, 849.8253558559027, 1239.372122806279, 1476.9129053543063, 2042.6497422187776, 2528.0133831450285]",0.8656342945443739,0.9033861662279532,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
