epoch;name;Mw;m;σ;λ_a;λ_r;ϵ
1;2,5-dimethylhexane;114.141;3.109961748123169;3.5736250281333923;6.0;17.249566614627838;227.07656919956207
1;2-methylheptane;114.141;3.180931568145752;3.5978103280067444;6.0;17.114938497543335;228.4739762544632
1;3-methyldecane;156.188;3.82398784160614;3.81695294380188;6.0;15.895076394081116;241.13585948944092
1;hexadecane;226.266;4.23635458946228;3.9574804306030273;6.0;15.112826824188232;249.25541877746582
1;3,3-dimethylhexane;114.141;3.022700548171997;3.5438879132270813;6.0;17.41509884595871;225.35838186740875
1;3-methyltridecane;198.235;4.252192258834839;3.962877631187439;6.0;15.082783102989197;249.56726133823395
1;2-methylbutane;72.094;2.441344678401947;3.3457717299461365;6.0;18.517917096614838;213.91139328479767
1;nonane;128.157;3.4365837574005127;3.684932231903076;6.0;16.629972457885742;233.5078090429306
1;heptacosane;380.438;4.277762413024902;3.971591532230377;6.0;15.034277439117432;250.0707447528839
1;2,2-dimethylpropane;72.094;2.3113962709903717;3.3014875054359436;6.0;18.764426186680794;211.35268807411194
1;2,4,4-trimethylhexane;128.157;3.116241931915283;3.5757652521133423;6.0;17.237653136253357;227.2002249956131
1;octadecane;254.297;4.281567811965942;3.9728883504867554;6.0;15.027058124542236;250.14567375183105
1;heptadecane;240.282;4.264543533325195;3.9670867323875427;6.0;15.059353113174438;249.81046617031097
1;n-undecane;156.188;3.8435949087142944;3.823634684085846;6.0;15.857882499694824;241.5219247341156
1;nonadecane;268.313;4.245125770568848;3.960469603538513;6.0;15.096187889575958;249.428129196167
1;2,2,4,4,6,8,8-heptamethylnonane;226.266;4.162266254425049;3.93223237991333;6.0;15.253371000289917;247.79660403728485
1;3-methyldodecane;184.219;4.074538230895996;3.9023361206054688;6.0;15.419788360595703;246.06923162937164
1;3,4-dimethylhexane;114.141;3.0678775310516357;3.559283494949341;6.0;17.32939898967743;226.24792456626892
1;3-methylheptane;114.141;3.207631230354309;3.6069090962409973;6.0;17.06428974866867;228.99969518184662
1;n-butane;58.078;2.274930000305176;3.2890604436397552;6.0;18.833601772785187;210.6346607208252
1;2,2,5,5-tetramethylhexane;142.172;3.267029643058777;3.627151131629944;6.0;16.9516122341156;230.1692634820938
1;tridecane;184.219;4.059798955917358;3.8973132371902466;6.0;15.447749197483063;245.77901363372803
1;2,2,3-trimethylpentane;114.141;2.7862402200698853;3.463306248188019;6.0;17.86365896463394;220.7024410367012
1;decane;142.172;3.6551984548568726;3.759432375431061;6.0;16.21526539325714;237.81236708164215
1;3-ethylpentane;100.125;2.8265923857688904;3.4770575761795044;6.0;17.787111401557922;221.49698287248611
1;2,3-dimethyldodecane;198.235;4.167871475219727;3.934142529964447;6.0;15.242737531661987;247.90697693824768
1;3-methylundecane;170.203;4.050216913223267;3.8940478563308716;6.0;15.465925335884094;245.59033811092377
1;2-methyldecane;156.188;3.8098889589309692;3.8121482729911804;6.0;15.921820998191833;240.85825085639954
1;3-methylpentane;86.11;2.6813917756080627;3.427575647830963;6.0;18.06255355477333;218.63795816898346
1;octane;114.141;3.1999586820602417;3.60429447889328;6.0;17.07884430885315;228.84862422943115
1;2-methyldodecane;184.219;4.074271202087402;3.902245283126831;6.0;15.420295000076294;246.06397449970245
1;2,6-dimethyloctane;142.172;3.4789175987243652;3.6993589401245117;6.0;16.549665927886963;234.34136509895325
1;2,2,3,4-tetramethylpentane;128.157;2.8668781518936157;3.49078631401062;6.0;17.71069049835205;222.2902148962021
1;3,3-diethylpentane;128.157;3.0143874883651733;3.5410549640655518;6.0;17.430868446826935;225.19469559192657
1;2,3,4-trimethyl pentane;114.141;2.8098581433296204;3.471354842185974;6.0;17.818856239318848;221.16748243570328
1;2-methylhexane;100.125;2.9429771304130554;3.5167195200920105;6.0;17.566332668066025;223.7886130809784
1;2,2,3-trimethylbutane;100.125;2.5621541142463684;3.3869414925575256;6.0;18.288744688034058;216.29015058279037
1;3-methyl-3-ethylpentane;114.141;2.8548222184181213;3.486677825450897;6.0;17.733559906482697;222.05283045768738
1;pentadecane;212.25;4.202128171920776;3.9458166360855103;6.0;15.177754163742065;248.5814929008484
1;hexane;86.11;2.7582826614379883;3.4537787437438965;6.0;17.91669338941574;220.15195190906525
1;2-methyloctane;128.157;3.4002987146377563;3.6725668907165527;6.0;16.69880449771881;232.79334604740143
1;octacosane;394.454;4.257167100906372;3.96457302570343;6.0;15.073345303535461;249.66522455215454
1;2,2,4,4-tetramethylpentane;128.157;3.0370277166366577;3.548770308494568;6.0;17.38792061805725;225.6404846906662
1;2-methyl-3-ethyl-pentane;114.141;3.013463616371155;3.540740132331848;6.0;17.43262141942978;225.17650425434113
1;2-methylpentane;86.11;2.6775264143943787;3.4262584447860718;6.0;18.069885969161987;218.56185048818588
1;2,3,3,4-tetramethylpentane;128.157;2.880867660045624;3.49555367231369;6.0;17.68415242433548;222.56567031145096
1;2,3-dimethyldecane;170.203;3.8378552198410034;3.8216786980628967;6.0;15.868771076202393;241.40890538692474
1;ethane;30.047;1.9159442707896233;3.166400209069252;6.0;19.571808576583862;203.9864744991064
1;2,3-dimethylpentane;100.125;2.790497601032257;3.4647570848464966;6.0;17.8555828332901;220.7862690091133
1;2,3-dimethylundecane;184.219;4.004917621612549;3.8786107301712036;6.0;15.551856756210327;244.69839334487915
1;pentane;72.094;2.501933991909027;3.366419553756714;6.0;18.402980715036392;215.10440558195114
1;tetradecane;198.235;4.121404409408569;3.9183074235916138;6.0;15.330884456634521;246.99203073978424
